city,description,href,id,salary,title
"Київ, вулиця Софіївська, 23.
                        0,5 км від центру · 
                                    На мапі","Ми — продуктова мережа «КОЛО», яка працює на ринку з 2017 року в зв’язку з постійним розвитком запрошує на роботу ПРОДАВЦІВ ПРОДОВОЛЬЧИХ ТОВАРІВМісія компанії: Ми піклуємося про наших клієнтів і прагнемо, щоб в магазинах КОЛО кожен споживач знаходив не лише якісні продукти, але й відчував турботу та домашній затишок. Компанія гарантує:Офіційне працевлаштування та заробітну плату (600 грн/день + премії);Додатковіпремії та бонуси;Зручний графік роботи;Часткову компенсаціюпроїзду;Навчання за рахунок компанії;Перспективу кар'єрного та професійного зростання;РОБОТУ В ПЕРІОД КАРАНТИНУОбов’язки продавця:Професійно обслуговувати покупців за касовим апаратом;Приймати та викладати товар згідно стандартів компанії;Приймати участь в переобліку;Підтримувати чистоту та порядок в магазині.Наші контакти: Телефонуйте: Показати телефон, Показати телефон — ОксанаПроходьте співбесіду за 30 сек. в телеграм: http://t.me/kolomarketbot Заповнюйте анкету на сайті https://kolomarket.com.ua/career/vakansii-kolo/ Наша команда професіоналів очікує на Вас! З детальною інформацією про компанію можна ознайомитись на нашому сайті https://kolomarket.com.ua В ШЕВЧЕНКІВСЬКОМУ ТА ПЕЧЕРСЬКОМУ РАЙОНАХвул.Хрещатик, 20 (ст.м.Майдан Незалежності)вул. Пирогова, 2 (Софіївська пл., ст.м.Золоті Ворота)вул. Володимирська 18/2 (Софіївська пл., ст.м.Золоті Ворота)вул. Софіївська, 23 (Софіївська пл., ст.м.Золоті Ворота)вул. Інститутська, 25 (метро Арсенальна)",/jobs/3338348/,3338348,12 000 грн,"Продавець продовольчих товарів (Голосіївський, Печерський р-н)"
Київ,"Требования:Презентабельный внешний вид.Грамотная устная и письменная речь.Уверенный пользователь ПК.Стремление развиваться и обучаться.Желание работать в команде.Активная позиция, амбициозность, работа на результат.Обязанности:Административно — кадровая работа:деловая переписка и переговорыоформление документацииучастие в заключении договоровоформление сделок, работа с персоналом.Условия работы:Рассматривается, как частичная (4−5 часов), так и полная занятость Пн.-Пт. с 9.00 до 18.00.Дружный коллектив. Офис удобно расположен вблизи метро.",/jobs/4598729/,4598729,20 000 – 24 000 грн,HR-менеджер
"Миколаїв, вулиця Приміська, 15.
                        8,8 км від центру · 
                                    На мапі","Наша компания ООО «Сэви-Трейд» осуществляет оптовую доставку широкого ассортимента строительных материалов в 8 областях на территории Украины.Мы ищем именно тебя водителя-экспедитора!Какого же мы видим нашего будущего коллегу? Так вот:мужчина 20−40 лет,быстро обучаемый (ведь время-деньги),физически выносливый (ну я думаю понятно, что мы компания, которая занимается строительными материалами и они бывают тяжелые, но НЕ сыпучие),честный (это ОЧЕНЬ обязательно, так как мы хотим, чтобы к нам относились так, как и мы относимся),быстро реагирующий (вообще мы любим скорость во всех ее проявлениях, так же как и качество)Работа по Николаевской и Херсонской обл.В обязанности входит доставка товара клиентам, присутствует работа с наличными средствами и выгрузка товара на точке.Компания предлагает:среднемесячный доход 17−19 тыс грн (ставка 9500 грн+%). На период ИС заработная плата на 20% ниже (1 месяц). график работы: шестидневная рабочая неделя (ПН-СБ) с 7 до 15:00—18:00.зарплата 2 раза в месяц;стабильность, ведь работа у нас есть всегда, так что можно не боятся карантина (наш товар берут не только в рознице, но и заказывают онлайн);работа в дружном коллективе;новогодние подарки и мероприятия детям сотрудниковпомощь в подготовке к школьному периоду детей сотрудников дополнительные выплаты на закупку канцелярии;финансовая помощь на Свадьбу, Рождения ребенка;понимающее и активное руководство.Мы находимся по адресу: ул. Пригородная 15 а, Кульбакинский переезд.Контакты: Показати телефон; Показати телефон Дарья, КаринаПереходи по ссылке и ознакомься с нашей компанией:https://sevi-trade.com/https://www.youtube.com/watch?v=3u-3pI_I5yg&feature=sharehttps://www.facebook.com/SeviTrade.zp/?view_public_for=188 220 085 454 552https://instagram.com/sevitrade?utm_medium=copy_link",/jobs/4598723/,4598723,17 000 – 19 000 грн,"Водитель-экспедитор кат. C, C1"
"Київ, Крутий узвіз, 3.
                        0,8 км від центру · 
                                    На мапі","ДО УВАГИ СПЕЦІАІЛСТІВ !ТОВ «Британський офтальмологічний центр ЗАПРОШУЄ ДО ПРАЦЕВЛАШТУВАННЯ МОЛОДИХ АМБІЦІОЗНИХ СПЕЦІАІЛІСТІВ, ЯКІ БАЖАЮТЬ ПРАЦЮВАТИ В КОМАНДІ ПРОФЕСІОНАЛІВ З МОЖЛИВІСТЮ РОСТУ ТА РОЗВИТКУ!В ТОМУ ЧИСЛІ З М. ДОНЕЦЬКА, М.ЛУГАНСКА ТА З АР КРИМ спеціаіліста в області катарактальної хірургії з навиками та бажанням навчатися вітреоритинальній хірургії. ВИМОГИ Вища медична освіта, спеціалізація — «Офтальмологія»Досвід роботи — не менше 5 роківНаявність сертифікату лікаря-спеціаліста, посвідчення про наявність діючої кваліфікаційної категорії, проходження курсів ПАЦ.Практичні навички надання лікувальної, діагностичної та консультативної допомоги.Знання ПКПрофесійність, відповідальність, порядність, уважністьГотовність до відрядженьГотовність до навчання Умови роботи:Високій рівень заробітної плати,Розмір заробітної плати за результатами співбесіди та розгляду резюмеготовність до переїздупідтримка при переїздіможливість професійного розвиткуофіційне працевлаштування, можливість професійного ростуОбов’язки:Консультативний прийомВолодіння методами сучасної діагностикиоперативне втручання в напрямку вітреоритинальної та катарактальної хірургіїВедення медичної документації в електронному виглядіОсновні задачі:діагностика зору (перевірка гостроти зору, визначення порушень рефракції, підбір корекції з урахуванням віку пацієнта, професійної зайнятості, індивідуальний підхід до кожного пацієнта);проведення консультативного прийому для призначення оптимальних засобів лікуванняНаші переваги: ТОВ «Британський офтальмологічний центр» — це сучасна офтальмологія в Україні. Ми діагностуємо очні захворювання і проводимо лікування сучасними методами.Високий рівень заробітної плати, з додержанням вимог трудового законодавства України. Сучасні робочі місця та можливість проходження навчання.Офіційне працевлаштування,Робота в сучасних умовах та на сучасному обладнанніКабінет лікаря, обладнаний усім необхідним для роботи Навчання і підвищення кваліфікації за рахунок фірми ",/jobs/3270579/,3270579,30 000 – 50 000 грн,"Лікар-офтальмолог консультативно-діагностичного відділення, офтальмохірург"
"Київ, улица Свято-Троицкая.
                        9,1 км від центру · 
                                    На мапі",Вимоги:Жінки до 50 ріківАкуратність;Бажання працювати;Старанність;Здатність швидко навчатися;Чемність.Умови роботи:Своєчасна оплата праці;Офіційне оформлення та соц. пакет;Іногороднім надається житло;Гнучкий графік.Обов’язки:Фасовка зелені;Поклейка етикетки на зелень.Територіально місце роботи «Троєщина»Прохання телефонувати за вказаним номером!!!,/jobs/4424800/,4424800,10 000 – 12 000 грн,Фасувальниця
"Київ, вулиця Жилянська, 32.
                        1,9 км від центру · 
                                    На мапі","StarLightMedia • один з найбільших медіахолдингів у Східній Європі. Понад половину українського ТБ-продукту, який ви бачите на екранах, виробляємо саме ми.StarLightMedia • об'єднує телеканали СТБ, Новий канал, ICTV, ICTV Ukraine, М1, М2, ОЦЕ і компанії, що виробляють шоу та серіали, створюють круті декорації. Наша компанія впроваджує європейські стандарти ведення медіабізнесу, допомагає державі у захисті інтелектуальної власності, розвиває нові майданчики для споживання відео-контенту.StarLightMedia • перша українська компанія, що підтримала глобальний рух за сталий розвиток. Компанія сприяє повному забезпеченню прав людини, подоланню будь-яких проявів дискримінації та розширює корпоративні можливості для кар'єрної реалізації жінок.Наш партнер StarLight Brand Content — сейлз хаус, що реалізує і супроводжує проєкти спонсорства та непрямої реклами, у сфері медіа, запрошує до співпраці .Net developerЩо ми вам доручимо?Розробку та розвиток ПЗ (власні веб-продукти компанії)Підтримку та супровід ПЗ (власні веб-продукти компанії)Проектну діяльністьВідповідальність за строки та якість реалізації поставлених задачРадо запросимо вас на співбесіду, якщо ви:Здобули вищу освіту за фахомМаєте досвід роботи від 2 років на аналогічній посадіВолодієте .NET 4.5; ASP.NET MVC 5; .NET Core; ASP.NET Core 2.2+; Web API; T-SQL (MS SQL Server); JavascriptСлідуєте процедурам та регламентам у своїй роботіВирішуєте проблеми до того, як вони призведуть до серйозних порушень в роботіЗберігаєте ефективність роботи в умовах високої невизначеності / багатозадачностіВмієте працювали в команді та самостійноМи пропонуємо вам:Самореалізацію у творчому середовищі Офіційне працевлаштування і всі соціальні гарантії відповідального роботодавця Конкурентну заробітну плату і можливості її щорічного зростання Графік роботи з 9 до 18 або з 10 по 19Віддалений формат роботи (1−2 рази в місяць бути в офісі) Київ, м.Олімпійська, вул. Жилянська, 32Програму підтримки молодих батьківСтрахування життя та здоров’я за рахунок компанії та можливість застрахувати рідних Цілодобовий медичний супровід за рахунок компаніїШирокі можливості навчання, особистісного, професійного та кар'єрного розвитку Чекаємо на ваші резюме!",/jobs/4504483/,4504483,,.Net developer
"Ужгород, вулиця Духновича, 16.
                        0,9 км від центру · 
                                    На мапі","Запрошуємо на роботу кваліфікованого працівника на посаду кухар. Ціль посади: приготування страв, десертів для гостей (невелике ланч меню) та обідів для персоналу. Розглядаємо довготривалу співпрацю. Без шкідливих звичок!Обов’язки:Приготування страв згідно калькуляцій та дотриманням технології виробництва;Дотримання порядку і чистоти за робочим місцем.Вимоги:Знання основних технологічних процесів на кухні;Професійний досвід роботи;Охайність в роботі.Ми пропонуємо:Стати частиною нашої дружньої команди;Проявляти ініціативу та впливати на розвиток бренду;Бути впевненим в завтрашньому дні та отримувати своєчасну ЗП,Офіційне працевлаштування згідно з КЗпПУ; Харчування;Оплачуване стажування;Забезпечуємо працею у період локдауну.Зручний графік роботи, позмінний 3×3 дні, з 8:00 — 20:00 год.Цікавить вакансія? Дзвоніть Показати телефон ВікторіяЧекаємо на твій дзвінок! ",/jobs/3063778/,3063778,11 000 – 15 000 грн,Кухар
Київ,"Личный помощник для CEO компании  Требования: Умение снимать и монтировать видео (обязательно)Аналитический и творческий склад умаУмение работать в динамичной и непредсказуемой средеЗнание английского и китайского языка не обязательноНаличие водительских правОбязанности: Выполнение личных поручений руководителя в рамках должности личного помощникаПланирование рабочего дня руководителя, своевременное напоминание о важных событияхОрганизация встреч, поездокПоиск информации в интернете, заказ и приобретение необходимых товаровВозможны коммандировки вместе с руководителем и отдельноПомогать руководителю практиковать русский язык Сьемка видео для соц. сетей и последующий монтаж",/jobs/4584625/,4584625,19 000 грн,Личный ассистент (видеосьемка)
"Київ, вулиця Хрещатик, 38.
                        0,6 км від центру · 
                                    На мапі","Запрошуємо на посаду продавця-консультанта в ЦУМ у відділ жіночого одягу французького бренду CAROLL та британського бренду ALLSAINTS (чоловічий та жіночий асортимент)Офіційні сторінки брендів:www.allsaints.comwww.caroll.fr Умови роботи: графік роботи з 10:00 до 22:00 2*2 дні (або інший)Обов’язки: Знання товару (ціни, состав, асортимент, колекції) та консультування покупців. Якісний сервіс обслуговування клієнтів.Прийом товару та проведення інвентарізацій. Відповідальність за зберігання товару. ",/jobs/4408734/,4408734,12 000 – 16 000 грн,Продавець-консультант
Київ,"Компанія «ЗвениГора» Групи ''SAVENCIA fromage&dairy'', що спеціалізується на виробництві та продажі сирів відомих в усіх регіонах України («Добродар», Звенигородський «Екстра», «Фігура», «Голландський» та плавлених, кисломолочних сирів і вершкового масла).ТМ «ЗвениГора» також представляє в Україні бренди Групи SAVENCIA: Ile De France, Fol Epi, Saint Agur, Chavroux, Rambol, Tartare.Компанія запрошує на роботу мерчендайзера по м.Київ .Функціональні обов’язки:викладка товару;коригування замовлень;контроль залишків на складі.Вимоги до кандидата:досвід роботи на аналогічній посаді;націленість на результат;відмінні комунікативні навички;вміння і бажання працювати в команді.Ми пропонуємо:роботу в дружньому колективі;п’ятиденний робочий тиждень;своєчасна заробітна плата.Якщо Вас зацікавила вакансія, будь ласка, телефонуйте.",/jobs/4598685/,4598685,10 000 грн,Мерчендайзер
"Київ, бульвар Лесі Українки.
                        2,4 км від центру · 
                                    На мапі","Бетта-Сервис является одним из ведущих поставщиков гигиены для внедомашнего использования на рынке Украины. Бетта-Сервис — ассоциированный партнёр международной организации INPACS в Украине. Деятельность компании осуществляется на всей территории Украины. Компания формирует рынок в сегменте продукции гигиены и уверенно является бессменным экспертом в этой области.Для развития отдельного направления продаж клининговой техники мировых брендов на территории Украины открываем конкурс на должность Коммерческий Директор. Задачи: Разрабатывать и реализовывать стратегии продаж и развития направления в рамках согласованной стратегии развития компании.Управлять продажами техники: выявлять целевых клиентов; формировать методы работы с действующими клиентами; планировать продажи; управлять ценообразованием; каналы В2В, e-com, тендера. Формировать и актуализировать инструменты продаж. Осуществлять поиск новых клиентов, новых сделок и новых рынков. Обеспечивать выполнения плановых показателей по обороту и рентабельности.Создать систему эффективного взаимодействия со смежными структурными подразделениями.Руководить командой департамента продаж, развивать сотрудников, участвовать в подборе.Регулярный мониторинг конкурентной среды, тенденций, спроса.Планировать, проводить, анализировать маркетинговые активности.Участвовать в разработке программ клиентской лояльности.Управлять сервисным направлением.Ваш опыт:обязательно ОР в продажахВ2В; обязательно опыт формирования и управления командой;знание методов расширения рынка сбыта;понимание процессов продвижения товара;умение планировать свою работу;умение ставить задачи подчиненным и четко контролировать их исполнение;умение вести отчетность;понимание процессов складской и транспортной логистики;активность, инициативность, стремление к экспансии;наличие прав и автомобиля.Мы готовы к диалогу на тему опыта и мотивации.",/jobs/4542011/,4542011,,Коммерческий директор
"Київ, проспект Степана Бандери, 36.
                        4,1 км від центру · 
                                    На мапі","Требования: Трудолюбие, порядочность,Медицинская книжкаОпыт работы приветствуетсяУсловия работы:Официальное трудоустройствоПитание в ресторане для сотрудниковСмена с 10:00 до 22:00Обязанности: Поддержание чистоты в ресторанеКонтакты:Показати телефон Анастасия",/jobs/4056487/,4056487,10 000 – 13 500 грн,"Уборщица, посудомойщица в ресторан"
"Київ, вулиця Пушкінська, 5.
                        0,4 км від центру · 
                                    На мапі","Blue cup coffee шукає в свою сім'ю бариста 💙Яким ми бачимо тебе: привітним і дружнимготовим відбивати запаривмієш працювати в команділюбиш каву і вдосконалюєш свої знанння та навичкиЩо ми пропонуємо:роботу з класним зерном та сучасним обладнаннямроботу в веселій командіспілкування з цікавими людьмисвоєчасну заробітну плату Графік роботи 2/2, 3/3 (8−20/10−22)Обирай як з нами зв’язатися:Телефонуй: Показати телефон або Показати телефон ВадимПриходь та заповнюй анкету на Пушкінську, 5Надсилай резюме:[відгукнутися]",/jobs/1938486/,1938486,14 500 – 15 000 грн,Бариста
"Київ, вулиця Сім'ї Сосніних, 7.
                        9,3 км від центру · 
                                    На мапі","Компанія ТОВ «СП Капрі» спеціалізується на виробництві і продажу товарів індустріальних груп, текстилю. Авторизований дистриб’ютор американської корпорації 3М (3m.com). Ексклюзивний дистриб’ютор Montex і Sonex (sonex.ua).На текстильне виробництво Sonex (sonex.ua) потрібна швачка.ВИМОГИДосвід роботи кравцем, швачкою.Уміння рівно прокладати строчку, акуратність, уважність, посидючість, дисциплінованість. Виконання на машинах або вручну складних операцій з пошиття виробів з різних матеріалів. Знання технологій методів пошиття швейних виробів.Вміння працювати в команді.Без шкідливих звичок.ОБОВ’ЯЗКИПошиття постільної білизни, покривал, подушок, окантовка ковдр.УМОВИ РОБОТИПовний робочий деньРобота на території роботодавцяЗміна з 9.00 до 17.30 (8 годин)5−6 днів на тижденьМісце роботи: м. Київ, вулиця Сім'ї Сосніних, 7Випробувальний термін: 1 місяць (оплачується)МИ ПРОПОНУЄМОРобота в компанії, яка постійно розвиваєтьсяОфіційне працевлаштування, соц. гарантії, оплачувана відпустка, лікарняні, забезпечення спецодягом, робота на сучасному обладнанні, стабільність (постійні замовлення), зарплата + премії.Стабільна оплата 2 рази в місяць (аванс + зарплата).Додатковий підробіток.Велика будівля, сучасне обладнання, комфортні умови, безкоштовна кава, є їдальня і душ.Робота в дружному колективі.ЗАРПЛАТАВ середньому зарплата становить 20000−24000 грн. в місяць з переробками + премії (залежить від швидкості і якості роботи).+ 50% за роботу в понаднормові годиниКОНТАКТНА ОСОБАРаїсаПоказати телефонПоказати телефонПоказати телефон",/jobs/4482698/,4482698,20 000 – 24 000 грн,Швея
"Київ, вулиця Сім'ї Сосніних, 7.
                        9,3 км від центру · 
                                    На мапі","Компания ООО «СП Капри» специализируется на производстве и продаже товаров индустриальных групп, текстиля. Авторизованный дистрибьютор американской корпорации 3М (3m.com). Эксклюзивный дистрибьютор Montex и Sonex (sonex.ua).На текстильное производство Sonex (sonex.ua) требуется раскройщик.Требования: Ответственность, пунктуальность, внимательность, аккуратность Физически здоровый и без вредных привычек Умение работать в команде Способность качественно и в срок выполнять производственные задачи Обязанности: Раскрой материаловВспомогательные работы на производствеУсловия работы:Полный рабочий деньРабота на территории работодателяСмена с 9.00 до 17.30 (8 часов)5−6 дней в неделюМесто работы: г. Киев, ул. Семьи Сосниных, 7Испытательный срок: 1 месяц (оплачивается)Мы предлагаем:Работа в интересной и постоянно развивающейся компанииСтабильная оплата 2 раза в месяц (аванс+зарплата), премии за хорошую работу, дополнительная подработкаОфициальное трудоустройство, оплачиваемый отпуск, больничные, стабильная работа (постоянные заказы)Большое здание, комфортные условия (современное оборудование, отопление/кондиционеры), бесплатный кофе, имеется столовая и душРабота в дружном коллективеЗарплата: В среднем зарплата составляет 18000−22000 грн. в месяц с переработками+50% за работу в сверхурочные часыЗвоните по номеруПоказати телефонПоказати телефонПоказати телефонРаиса",/jobs/4583482/,4583482,18 000 – 22 000 грн,Раскройщик
"Київ, вулиця Верхній Вал, 64.
                        2,3 км від центру · 
                                    На мапі","Американская компания Digital Forensics Corporation — лидер в сфере цифровой криминалистики, которая сотрудничает з корпорациями, юристами, адвокатами, частными детективами в сфере сбора цифровых доказательств в гражданских, уголовных, хозяйственных делах, ищет специалиста с маркетинга на полную занятость.Вимоги: опыт работы РРС менеджером или специалистом по маркетингу; аналитические способности;понимание SEO и цифрового маркетинга, HTML and XML;знание различных рекламных платформ (AdWords, Facebook, Yahoo) и интрументов аналитики (Google Analytics, SemRush, WebTrends, etc.);совершенные знания MS Office (особенно Excel);уровень владения английским языком на уровне upper-intermidiate;хорошие коммуникативные способности;сертификат работы с AdWords будет преимуществом.Умови роботи: работа из офиса в центре Киева по американскому времени;своевременная оплата два раза в месяц; пересмотр уровня зарплаты.Обов’язки: участие в разработке эффективной рекламной кампании;запуск и оптимизация РРС кампании;контроль учетных записей на поисковых платформах (Google AdWords, Bing и т.д.);избрание ключевых слов и таргетинг;мониторинг бюджета и повышения рентабельности ROI;отслеживание KPI и анализ проблем кампании;подготовка отчетов для руководителя;написание ads;разработка и развитие новой кампании на разных платформах;поиск путей для уменьшения рисков;развитие в PPC и SEM. ",/jobs/4390713/,4390713,41 000 – 83 000 грн,Спеціаліст з інтернет-маркетингу (PPC)
"Київ, вулиця Верхній Вал, 64.
                        2,3 км від центру · 
                                    На мапі","Американская компания Digital Forensics Corporation — лидер в сфере цифровой криминалистики, которая сотрудничает з корпорациями, юристами, адвокатами, частными детективами в сфере сбора цифровых доказательств в гражданских, уголовных, хозяйственных делах, ищет специалиста для работы с клиентами (customer service manager) на полную занятость.Обязанности:обработка входящих звонком и электронной корреспонденции от потенциальных и настоящих клиентов;контроль за распределением дел между сотрудниками отдела продаж;взаимодействие с другими отделами Компании для решения проблем клиента, оперативное принятие решений, решение спорных вопросов;введение данных клиента в CRM программу;помощь клиентам в сборе данных для экспертизы, помощь в использовании программного обеспечения; Условия работы: работа из офиса в центре Киева по американскому времени;своевременная оплата два раза в месяц;пересмотр уровня зарплаты; работа за американским временем с 14:15 до 23:15.",/jobs/4478897/,4478897,41 000 – 83 000 грн,Customer service manager
"Київ, Henerala Almazova Street, 18.
                        2,7 км від центру · 
                                    На мапі","Euroanswer is an independent player in BPO with a client-focused mindset. With us, our clients experience the best of both worlds: Western standards meet Eastern mindset to forge a European company, multicultural and cosmopolitan in its DNA, highly technology skilled and wired to make performance across the globe.We provide job satisfaction and request skills instead, in a win win game. A very special kind of skills: The skill to speak well a language and to talk nice to people; The skill to talk IT technicalities and still be understood by mortals; The skill to tick off requests and leave peace of mind behind; The skill to enjoy a job of meaningful interaction within a company of cool people who want, surprisingly, the same. We serve global businesses but deliver towards people as individuals. We talk business, but we serve people. Openings are here, apply at [відгукнутися] and we’ll reply.What we need from you: Excellent command of French (both spoken and written);Intermediate level of English;Great communication, strong listening & problem-solving abilities;Positive & team player attitude, customer centricity & accuracy;Flexibility, energy and dedication;Ukrainian citizenship. What we offer: Standard labour contract employment with a company registered in Ukraine;Working for a top 5 world-wide technology corporation;Attractive salary with a competitive performance bonus;Possibility to Work From Home during the pandemic situation; An office in central Kyiv (near Pecherska Metro station) Enthusiastic & well-experienced team members;Multi-cultural environment;Continuous training & possibilities for growth and promotion.Responsibilities: First point of contact for incoming inquiries, providing client specific product/software technical support to dealers/consumers/customers via different channels, calls, mails, chat, e-tickets. Handle related problems encountered in order of priority and within the optimum time scale, in accordance with procedures and project SLA’s. Submitting orders in the customer system, generating, dispatching & escalating tickets towards responsible teams, communication with different teams for status update / follow up requests.",/jobs/3975353/,3975353,,Customer Service Advisor (French)
